,person_id,portfolio_id,event_offer_completed,event_offer_received,event_offer_viewed
55,15,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,2,1
56,16,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
57,16,2906b810c7d4411798c6938adc9daaa5,1,2,1
58,16,3f207df678b143eea3cee63160fa8bed,0,1,0
59,16,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
60,16,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
61,17,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
62,17,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
63,17,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
64,17,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
65,17,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
66,18,2906b810c7d4411798c6938adc9daaa5,0,1,0
67,18,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
68,18,5a8bc65990b245e5a138643cd4eb9837,0,2,2
69,18,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
70,18,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
71,19,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
72,19,4d5c57ea9a6940dd891ad53e9dbe8da0,1,2,2
73,19,f19421c1d4aa40978ebb69ca19b0e20d,2,2,2
74,20,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
75,20,2906b810c7d4411798c6938adc9daaa5,0,1,1
76,20,5a8bc65990b245e5a138643cd4eb9837,0,1,1
77,20,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
78,20,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
79,20,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
80,21,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
81,21,2906b810c7d4411798c6938adc9daaa5,0,2,1
82,21,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
83,21,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
84,22,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,1
85,22,2298d6c36e964ae4a3e7e9706d1fb8c2,0,2,2
86,22,2906b810c7d4411798c6938adc9daaa5,0,1,1
87,22,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
88,23,3f207df678b143eea3cee63160fa8bed,0,3,3
89,23,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
90,23,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
91,24,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
92,24,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
93,24,5a8bc65990b245e5a138643cd4eb9837,0,2,2
94,24,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
95,25,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
96,25,2906b810c7d4411798c6938adc9daaa5,0,1,1
97,25,5a8bc65990b245e5a138643cd4eb9837,0,1,1
98,25,ae264e3637204a6fb9bb56bc8210ddfd,2,2,1
99,26,2906b810c7d4411798c6938adc9daaa5,0,1,0
100,26,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
101,26,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
102,27,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
103,27,5a8bc65990b245e5a138643cd4eb9837,0,1,1
104,27,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
105,27,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
106,28,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
107,28,3f207df678b143eea3cee63160fa8bed,0,1,0
108,28,5a8bc65990b245e5a138643cd4eb9837,0,1,1
109,28,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
110,28,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
111,29,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
112,29,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
113,29,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
114,30,2906b810c7d4411798c6938adc9daaa5,0,1,1
115,30,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
116,30,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
117,31,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,2,2
118,31,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
119,31,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
120,32,2906b810c7d4411798c6938adc9daaa5,1,1,1
121,32,5a8bc65990b245e5a138643cd4eb9837,0,1,1
122,32,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
123,32,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
124,33,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
125,33,2906b810c7d4411798c6938adc9daaa5,2,2,1
126,33,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
127,33,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
128,34,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
129,34,2906b810c7d4411798c6938adc9daaa5,0,1,0
130,34,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
131,34,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
132,35,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
133,35,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
134,35,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
135,35,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
136,36,2906b810c7d4411798c6938adc9daaa5,1,1,0
137,36,4d5c57ea9a6940dd891ad53e9dbe8da0,1,3,3
138,36,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
139,37,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
140,37,2906b810c7d4411798c6938adc9daaa5,0,1,1
141,37,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
142,37,fafdcd668e3743c1bb461111dcafc2a4,0,1,0
143,38,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
144,38,2906b810c7d4411798c6938adc9daaa5,0,1,0
145,38,3f207df678b143eea3cee63160fa8bed,0,1,1
146,38,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
147,38,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
148,38,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
149,39,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
150,39,3f207df678b143eea3cee63160fa8bed,0,1,1
151,39,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
152,39,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
153,40,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
154,40,3f207df678b143eea3cee63160fa8bed,0,1,0
155,40,5a8bc65990b245e5a138643cd4eb9837,0,1,1
156,40,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
157,41,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
158,41,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
159,41,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
160,41,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
161,41,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
162,42,2906b810c7d4411798c6938adc9daaa5,1,1,1
163,42,fafdcd668e3743c1bb461111dcafc2a4,1,2,2
164,43,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
165,43,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
166,43,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
167,43,ae264e3637204a6fb9bb56bc8210ddfd,0,2,2
168,44,2906b810c7d4411798c6938adc9daaa5,1,1,0
169,44,3f207df678b143eea3cee63160fa8bed,0,1,0
170,44,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
171,44,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
172,44,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
173,44,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
174,45,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
175,45,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
176,45,5a8bc65990b245e5a138643cd4eb9837,0,1,1
177,45,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
178,45,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
179,46,2906b810c7d4411798c6938adc9daaa5,2,2,0
180,46,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
181,46,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
182,46,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
183,47,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
184,47,3f207df678b143eea3cee63160fa8bed,0,1,1
185,47,ae264e3637204a6fb9bb56bc8210ddfd,1,2,1
186,47,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
187,48,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
188,48,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
189,49,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
190,49,2906b810c7d4411798c6938adc9daaa5,0,1,1
191,49,5a8bc65990b245e5a138643cd4eb9837,0,1,1
192,49,ae264e3637204a6fb9bb56bc8210ddfd,0,1,0
193,49,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
194,50,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
195,50,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
196,50,3f207df678b143eea3cee63160fa8bed,0,1,1
197,50,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
198,51,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,2,1
199,51,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
200,51,3f207df678b143eea3cee63160fa8bed,0,1,1
201,51,5a8bc65990b245e5a138643cd4eb9837,0,1,1
202,52,2906b810c7d4411798c6938adc9daaa5,1,1,0
203,52,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
204,52,ae264e3637204a6fb9bb56bc8210ddfd,0,1,0
205,52,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
206,53,2906b810c7d4411798c6938adc9daaa5,0,1,1
207,53,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
208,53,5a8bc65990b245e5a138643cd4eb9837,0,1,1
209,53,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
210,54,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
211,54,5a8bc65990b245e5a138643cd4eb9837,0,1,1
212,54,ae264e3637204a6fb9bb56bc8210ddfd,0,2,2
213,54,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
214,55,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,2,2
215,55,ae264e3637204a6fb9bb56bc8210ddfd,2,2,2
216,56,5a8bc65990b245e5a138643cd4eb9837,0,1,1
217,56,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
218,56,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
219,57,3f207df678b143eea3cee63160fa8bed,0,1,0
220,57,5a8bc65990b245e5a138643cd4eb9837,0,1,1
221,57,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
222,58,3f207df678b143eea3cee63160fa8bed,0,1,0
223,58,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
224,58,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
225,59,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,2,0
226,59,f19421c1d4aa40978ebb69ca19b0e20d,2,2,2
227,59,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
228,60,3f207df678b143eea3cee63160fa8bed,0,3,0
229,60,5a8bc65990b245e5a138643cd4eb9837,0,1,1
230,60,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
231,61,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
232,61,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
233,61,5a8bc65990b245e5a138643cd4eb9837,0,1,1
234,61,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
235,61,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
236,62,2298d6c36e964ae4a3e7e9706d1fb8c2,0,2,2
237,62,2906b810c7d4411798c6938adc9daaa5,1,1,0
238,62,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
239,63,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,1
240,63,3f207df678b143eea3cee63160fa8bed,0,1,1
241,63,5a8bc65990b245e5a138643cd4eb9837,0,1,1
242,63,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
243,64,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
244,64,3f207df678b143eea3cee63160fa8bed,0,1,0
245,64,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
246,64,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
247,64,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
248,64,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
249,65,3f207df678b143eea3cee63160fa8bed,0,1,1
250,65,5a8bc65990b245e5a138643cd4eb9837,0,1,0
251,65,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
252,65,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
253,65,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
254,66,5a8bc65990b245e5a138643cd4eb9837,0,2,2
255,66,f19421c1d4aa40978ebb69ca19b0e20d,0,3,3
256,66,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
257,67,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
258,67,2906b810c7d4411798c6938adc9daaa5,1,1,1
259,67,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
260,67,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
261,67,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
262,68,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
263,68,5a8bc65990b245e5a138643cd4eb9837,0,1,1
264,68,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
265,68,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
266,69,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
267,69,5a8bc65990b245e5a138643cd4eb9837,0,1,1
268,69,f19421c1d4aa40978ebb69ca19b0e20d,2,2,2
269,70,2298d6c36e964ae4a3e7e9706d1fb8c2,0,2,2
270,70,2906b810c7d4411798c6938adc9daaa5,0,1,0
271,70,3f207df678b143eea3cee63160fa8bed,0,1,0
272,70,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
273,71,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
274,71,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
275,71,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
276,71,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
277,71,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
278,72,3f207df678b143eea3cee63160fa8bed,0,1,1
279,72,5a8bc65990b245e5a138643cd4eb9837,0,2,2
280,72,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
281,72,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
282,73,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
283,73,2906b810c7d4411798c6938adc9daaa5,0,1,1
284,73,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
285,73,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
286,74,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
287,74,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
288,74,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
289,75,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
290,75,2906b810c7d4411798c6938adc9daaa5,1,1,1
291,75,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
292,75,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
293,76,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
294,76,2906b810c7d4411798c6938adc9daaa5,1,2,1
295,76,3f207df678b143eea3cee63160fa8bed,0,2,0
296,77,3f207df678b143eea3cee63160fa8bed,0,1,0
297,77,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
298,77,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
299,77,ae264e3637204a6fb9bb56bc8210ddfd,0,2,2
300,78,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
301,78,2906b810c7d4411798c6938adc9daaa5,1,1,1
302,78,3f207df678b143eea3cee63160fa8bed,0,1,0
303,78,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
304,79,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
305,79,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
306,79,5a8bc65990b245e5a138643cd4eb9837,0,1,1
307,79,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
308,80,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
309,80,ae264e3637204a6fb9bb56bc8210ddfd,2,2,2
310,80,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
311,81,2906b810c7d4411798c6938adc9daaa5,1,1,0
312,81,3f207df678b143eea3cee63160fa8bed,0,1,1
313,81,5a8bc65990b245e5a138643cd4eb9837,0,2,1
314,81,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
315,81,fafdcd668e3743c1bb461111dcafc2a4,0,1,0
316,82,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
317,82,2906b810c7d4411798c6938adc9daaa5,0,2,0
318,82,5a8bc65990b245e5a138643cd4eb9837,0,2,2
319,83,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
320,83,3f207df678b143eea3cee63160fa8bed,0,3,3
321,83,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
322,84,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
323,84,2906b810c7d4411798c6938adc9daaa5,1,1,0
324,84,3f207df678b143eea3cee63160fa8bed,0,1,1
325,84,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
326,85,3f207df678b143eea3cee63160fa8bed,0,1,0
327,85,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
328,85,f19421c1d4aa40978ebb69ca19b0e20d,1,2,2
329,86,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
330,86,3f207df678b143eea3cee63160fa8bed,0,1,1
331,86,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
332,86,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
333,87,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,1
334,87,2906b810c7d4411798c6938adc9daaa5,1,1,1
335,87,3f207df678b143eea3cee63160fa8bed,0,2,2
336,87,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
337,88,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
338,88,2906b810c7d4411798c6938adc9daaa5,0,1,0
339,88,5a8bc65990b245e5a138643cd4eb9837,0,2,2
340,88,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
341,88,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
342,89,2906b810c7d4411798c6938adc9daaa5,0,1,1
343,89,3f207df678b143eea3cee63160fa8bed,0,1,0
344,89,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
345,89,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
346,89,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
347,90,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
348,90,3f207df678b143eea3cee63160fa8bed,0,2,2
349,90,5a8bc65990b245e5a138643cd4eb9837,0,1,1
350,90,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,2,2
351,91,5a8bc65990b245e5a138643cd4eb9837,0,1,1
352,91,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
353,91,f19421c1d4aa40978ebb69ca19b0e20d,3,3,3
354,92,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
355,92,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
356,93,4d5c57ea9a6940dd891ad53e9dbe8da0,2,2,1
357,93,ae264e3637204a6fb9bb56bc8210ddfd,0,1,0
358,93,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
359,94,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
360,94,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
361,94,5a8bc65990b245e5a138643cd4eb9837,0,1,1
362,94,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
363,94,fafdcd668e3743c1bb461111dcafc2a4,0,2,2
364,95,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
365,95,2906b810c7d4411798c6938adc9daaa5,2,2,1
366,95,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
367,95,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
368,96,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,2,1
369,96,3f207df678b143eea3cee63160fa8bed,0,1,1
370,96,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
371,97,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
372,97,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
373,97,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
374,97,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
375,98,2906b810c7d4411798c6938adc9daaa5,1,1,1
376,98,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
377,98,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
378,98,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
379,98,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
380,99,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
381,99,2906b810c7d4411798c6938adc9daaa5,0,2,0
382,99,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
383,99,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
384,100,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,2,0
385,100,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
386,101,3f207df678b143eea3cee63160fa8bed,0,1,0
387,101,5a8bc65990b245e5a138643cd4eb9837,0,1,1
388,101,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
389,101,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
390,102,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
391,102,f19421c1d4aa40978ebb69ca19b0e20d,0,2,2
392,103,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,2,2
393,103,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
394,103,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
395,104,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
396,104,3f207df678b143eea3cee63160fa8bed,0,1,0
397,104,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
398,104,ae264e3637204a6fb9bb56bc8210ddfd,2,2,2
399,104,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
400,105,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,1
401,105,2906b810c7d4411798c6938adc9daaa5,2,2,2
402,105,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
403,105,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
404,106,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
405,106,3f207df678b143eea3cee63160fa8bed,0,1,0
406,106,5a8bc65990b245e5a138643cd4eb9837,0,1,1
407,107,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
408,107,5a8bc65990b245e5a138643cd4eb9837,0,2,2
409,107,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
